property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,emaar mgf marbella,sector 66,8.8,2115.0,41608.0,Built Up area: 267 (223.25 sq.m.),4,4,3+,3.0,South-East,Relatively New,,267.0,,0,1,1,1,0,2,107,528.75
flat,dlf new town heights,sector 90,1.6,2364.0,6768.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,10.0,West,Relatively New,2364.0,,,0,1,0,1,0,2,88,591.0
flat,signature global city,sector 37d,1.1,1250.0,8800.0,Carpet area: 1250 (116.13 sq.m.),3,3,3,1.0,,Undefined,,,1250.0,0,0,0,0,0,2,16,416.6666666666667
house,independent,sector 28,8.4,2430.0,34568.0,Plot area 270(225.75 sq.m.),4,4,3+,2.0,North-East,Relatively New,,2430.0,,0,1,1,1,0,1,139,607.5
house,independent,sector 110,1.0,1137.0,8795.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,2,1.0,North,Old Property,,120.0,100.0,0,0,0,1,0,2,0,379.0
flat,vipul world,sector 48,1.38,1455.0,9485.0,Carpet area: 1450 (134.71 sq.m.),3,3,1,2.0,,Relatively New,,,1450.0,0,0,0,0,0,2,60,485.0
flat,raheja atharva,sector 109,0.79,996.0,7932.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3,2,2,3.0,,Relatively New,1457.0,,996.0,0,0,0,0,0,1,44,332.0
flat,signature the roselia,sector 95,0.45,569.0,7909.0,Carpet area: 569 (52.86 sq.m.),2,2,2,2.0,East,New Property,,,569.0,0,0,0,0,0,1,31,284.5
flat,supertech araville,sector 79,0.78,1295.0,6023.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,17.0,,Relatively New,1295.0,,,0,0,0,0,0,2,24,647.5
flat,godrej,sector 79,2.03,2244.0,9046.0,Super Built up area 2244(208.47 sq.m.),3,4,3+,7.0,South-East,Relatively New,2244.0,,,0,1,0,0,0,2,118,748.0
flat,alpha corp gurgaonone,sector 84,2.28,2600.0,8769.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,3+,8.0,South-East,Relatively New,3434.0,,2600.0,0,1,0,0,0,2,61,650.0
flat,signature global park,sohna road,0.87,1210.0,7190.0,Built Up area: 1210 (112.41 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),3,2,3,4.0,,Undefined,,1210.0,870.0,0,0,0,0,0,2,58,403.3333333333333
flat,earth copia,sector 112,0.7,1498.0,4673.0,Built Up area: 1498 (139.17 sq.m.),2,2,2,4.0,East,Relatively New,,1498.0,,0,0,0,0,0,2,65,749.0
flat,ireo victory valley,sector 67,3.15,2452.0,12847.0,Super Built up area 2452(227.8 sq.m.),3,4,3+,15.0,South,Relatively New,2452.0,,,0,1,0,1,0,1,149,817.3333333333334
house,independent,sector 26,23.0,9000.0,25556.0,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,South-West,Relatively New,,9000.0,,1,1,1,1,0,1,145,2250.0
flat,vatika sovereign park,sector 99,2.45,2780.0,8813.0,Super Built up area 2780(258.27 sq.m.),3,4,3,1.0,East,New Property,2780.0,,,0,1,0,0,0,1,165,926.6666666666666
flat,emaar mgf the palm drive,sector 66,3.5,2200.0,15909.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2125 sq.ft. (197.42 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,7.0,North-East,Moderately Old,2200.0,2125.0,2000.0,0,1,1,0,0,1,149,733.3333333333334
house,unitech espace,sector 50,7.42,2160.0,34352.0,Plot area 2160(200.67 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.),4,4,3,2.0,West,Old Property,,3200.0,,0,0,0,0,0,1,88,540.0
flat,godrej nature plus,sector 33,1.55,1557.0,9955.0,Carpet area: 1557 (144.65 sq.m.),3,2,3+,8.0,East,New Property,,,1557.0,0,0,0,0,0,2,43,519.0
house,independent,sector 46,2.4,8100.0,2963.0,Plot area 100(83.61 sq.m.),4,4,3,3.0,East,Moderately Old,,900.0,,0,0,1,0,0,1,44,2025.0
flat,puri emerald bay,sector 104,2.6,1715.0,15160.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),3,4,3+,5.0,,Relatively New,2450.0,,1715.0,1,1,0,0,0,2,81,571.6666666666666
flat,tulip violet,sector 69,1.43,1609.0,8888.0,Super Built up area 1608(149.39 sq.m.),3,3,2,1.0,North-West,Relatively New,1608.0,,,0,0,0,1,0,2,86,536.3333333333334
flat,dlf carlton estate,sector 43,2.0,1407.0,14215.0,Super Built up area 1407(130.71 sq.m.),3,3,2,5.0,South-West,Moderately Old,1407.0,,,0,0,0,0,0,2,65,469.0
flat,tulip violet,sector 69,1.7,2010.0,8458.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4,4,2,10.0,South-West,Relatively New,2010.0,,1610.0,1,1,1,1,0,2,174,502.5
house,independent,sector 25,6.6,1800.0,36667.0,Plot area 200(167.23 sq.m.),6,7,3+,2.0,East,Moderately Old,,1800.0,,1,1,0,0,0,1,119,300.0
flat,antriksh heights,sector 84,0.84,1725.0,4870.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,8.0,,New Property,1725.0,,,0,0,0,1,0,2,60,575.0
house,eros rosewood villas,sector 49,2.75,1386.0,19841.0,Plot area 154(14.31 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,1,2.0,North-West,Old Property,,,1650.0,0,0,0,0,1,1,80,462.0
flat,orris aster court premier,sector 85,1.25,2120.0,5896.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,2,5.0,North,Relatively New,2120.0,1900.0,1800.0,0,1,0,0,0,1,174,706.6666666666666
house,emaar mgf marbella,sector 66,12.0,3150.0,38095.0,Plot area 350(292.64 sq.m.),5,6,3+,3.0,North-East,Relatively New,,3150.0,,0,1,1,0,0,1,153,630.0
house,sector 14 rwa,sector 14,6.5,3150.0,20635.0,Plot area 350(292.64 sq.m.),4,4,3+,2.0,not available,Moderately Old,,3150.0,,0,0,0,0,0,2,0,787.5
flat,m3m heights,sector 65,3.0,1667.0,17996.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,South-East,Under Construction,1828.0,,,0,0,0,0,0,2,60,555.6666666666666
house,international city by sobha phase 1,sector 109,5.5,2546.0,21603.0,Plot area 270(225.75 sq.m.),4,4,3+,2.0,North-East,New Property,,2430.0,,0,1,0,0,0,2,61,636.5
flat,the lions cghs,sector 56,1.99,1800.0,11056.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,4.0,East,Old Property,2400.0,2000.0,1800.0,0,0,0,1,1,1,105,450.0
flat,tulip violet,sector 69,1.66,1638.0,10134.0,Super Built up area 1638(152.18 sq.m.),3,3,2,0.0,South-West,Relatively New,1638.0,,,0,0,0,0,0,2,157,546.0
flat,krrish provence estate,gwal pahari,5.25,5800.0,9052.0,Super Built up area 5800(538.84 sq.m.),4,5,3+,2.0,North-East,New Property,5800.0,,,1,1,0,1,0,2,49,1450.0
flat,sare green parc phase 3,sector 92,0.7,1326.0,5279.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,2,2,4.0,,Relatively New,1326.0,1325.0,1320.0,0,0,0,0,0,2,56,442.0
flat,puri diplomatic greens,sector 111,2.65,2215.0,11964.0,Super Built up area 2215(205.78 sq.m.),3,4,3+,19.0,South-East,Relatively New,2215.0,,,1,1,1,1,0,2,65,738.3333333333334
flat,dlf new town heights,sector 90,1.42,2919.0,4865.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,8.0,East,Moderately Old,2364.0,,,0,1,1,0,0,2,31,729.75
house,independent,sector 17,3.0,2700.0,11111.0,Carpet area: 2700 (250.84 sq.m.),4,4,,1.0,not available,Undefined,,,2700.0,0,0,0,0,0,2,0,675.0
flat,indiabulls centrum park,sector 103,2.45,2875.0,8522.0,Super Built up area 2875(267.1 sq.m.),4,6,3,5.0,,Relatively New,2875.0,,,0,1,0,0,0,2,38,718.75
flat,dlf regal gardens,sector 90,1.78,2214.0,8040.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,12.0,North-East,Relatively New,2215.0,,,0,0,0,0,0,2,61,553.5
flat,dlf regal gardens,sector 90,1.25,1744.0,7167.0,Super Built up area 1744(162.02 sq.m.),3,3,2,11.0,East,Relatively New,1744.0,,,0,0,0,0,1,2,14,581.3333333333334
flat,vatika gurgaon,sector 83,1.15,1980.0,5808.0,Super Built up area 1980(183.95 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1308 sq.ft. (121.52 sq.m.),3,3,2,3.0,South,Relatively New,1980.0,1350.0,1308.0,1,1,1,1,0,1,165,660.0
flat,gls avenue 51,sector 92,0.42,640.0,6562.0,Carpet area: 640 (59.46 sq.m.),3,3,1,2.0,,Relatively New,,,640.0,0,0,0,0,0,2,20,213.33333333333334
house,independent,sector 9,3.2,2367.0,13519.0,Plot area 263(219.9 sq.m.),3,3,2,1.0,East,Old Property,,2367.0,,0,0,0,0,0,1,36,789.0
flat,bestech park view spa next,sector 67,2.85,2350.0,12128.0,Super Built up area 2350(218.32 sq.m.),4,4,3+,5.0,South,Moderately Old,2350.0,,,0,1,0,1,0,1,149,587.5
flat,godrej,sector 79,1.34,1572.0,8524.0,Super Built up area 1572(146.04 sq.m.),2,2,3,2.0,North-West,Relatively New,1572.0,,,1,0,0,0,0,2,158,786.0
flat,central park 2 bellevue,sector 48,5.0,4300.0,11628.0,Carpet area: 4300 (399.48 sq.m.),3,4,3,14.0,North-East,Moderately Old,,,4300.0,0,0,0,0,0,2,82,1433.3333333333333
flat,godrej oasis,sector 88a,1.29,1654.0,7799.0,Super Built up area 1629(151.34 sq.m.)Carpet area: 1628 sq.ft. (151.25 sq.m.),3,3,3,5.0,,New Property,1629.0,,1628.0,1,0,0,0,1,2,65,551.3333333333334
house,vipul tatvam villa,sector 48,5.75,2592.0,22184.0,Plot area 288(240.8 sq.m.)Built Up area: 280 sq.yards (234.12 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),4,4,2,2.0,West,Moderately Old,,280.0,250.0,0,1,0,0,0,2,30,648.0
flat,ashiana anmol,sohna road,0.9,1275.0,7059.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),2,2,2,8.0,,Undefined,,1275.0,1039.0,0,0,0,0,0,2,0,637.5
flat,pareena coban residences,sector 99a,1.45,1997.0,7261.0,Super Built up area 1997(185.53 sq.m.),3,5,3,11.0,,Relatively New,1997.0,,,0,1,0,0,1,1,49,665.6666666666666
flat,supertech araville,sector 79,0.95,1530.0,6209.0,Super Built up area 1530(142.14 sq.m.),2,2,3,7.0,North-East,New Property,1530.0,,,1,0,0,0,0,2,49,765.0
flat,ss the leaf,sector 85,2.13,2812.0,7575.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,6.0,North,Relatively New,2812.0,2600.0,2400.0,0,0,0,0,0,2,49,703.0
house,puri diplomatic greens,sector 111,9.0,8000.0,11250.0,Built Up area: 8000 (743.22 sq.m.),5,5,3+,3.0,North-East,Relatively New,,8000.0,,0,1,0,0,0,2,112,1600.0
flat,m3m skycity,sector 65,2.0,1310.0,15267.0,Super Built up area 1310(121.7 sq.m.),2,2,2,16.0,East,New Property,1310.0,,,0,0,0,0,0,1,174,655.0
flat,ss,sector 85,1.2,1678.0,7151.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,15.0,North-East,Relatively New,1671.0,1660.0,1650.0,0,0,0,0,0,2,49,839.0
flat,paras dews,sector 106,1.35,1510.0,8940.0,Carpet area: 1510 (140.28 sq.m.),4,3,3,19.0,,Old Property,,,1510.0,0,1,0,0,0,2,112,377.5
flat,signature signum 95a,sector 95,0.4,514.0,7782.0,Carpet area: 514 (47.75 sq.m.),2,2,2,3.0,East,New Property,,,514.0,0,0,0,0,0,1,44,257.0
house,unitech uniworld resorts,sector 33,11.5,4680.0,24573.0,Plot area 520(434.79 sq.m.),5,6,3+,4.0,East,Relatively New,,4680.0,,0,1,0,0,0,2,84,936.0
flat,m3m golfestate,sector 65,6.15,3844.0,15999.0,Carpet area: 3844 (357.12 sq.m.),3,5,3+,1.0,West,Relatively New,,,3844.0,0,1,0,0,0,0,49,1281.3333333333333
flat,ss the leaf,sector 85,2.13,2812.0,7575.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,2.0,North,Relatively New,2812.0,2600.0,2200.0,0,0,0,0,0,2,49,703.0
flat,suncity heights,sector 54,3.85,2341.0,16446.0,Super Built up area 2341(217.49 sq.m.),3,3,3+,8.0,,Old Property,2341.0,,,0,1,0,0,0,2,67,780.3333333333334
flat,prime habitat,sector 99a,0.27,446.0,6054.0,Carpet area: 448 (41.62 sq.m.),2,2,1,10.0,South,Relatively New,,,448.0,0,0,0,0,0,2,67,223.0
flat,m3m merlin,sector 67,2.8,2047.0,13679.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5.0,North-East,Moderately Old,2047.0,,1880.0,0,1,0,0,0,0,26,682.3333333333334
flat,zara aavaas,sector 104,0.4,569.0,7030.0,Super Built up area 569(52.86 sq.m.),2,2,1,14.0,,Relatively New,569.0,,,0,0,0,0,0,2,38,284.5
house,independent,sector 41,4.25,1620.0,26235.0,Plot area 180(150.5 sq.m.),2,9,3+,4.0,North,Moderately Old,,1620.0,,1,1,0,0,0,1,36,810.0
flat,gls arawali homes,sohna road,0.35,576.0,6076.0,Super Built up area 576(53.51 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2,2,2,11.0,,Relatively New,576.0,,480.53,0,0,0,0,0,2,64,288.0
house,unitech deerwood chase,sector 50,8.45,3231.0,26153.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,Old Property,,359.0,,1,1,0,0,0,1,102,1077.0
house,independent,sector 23,2.8,1557.0,17983.0,Plot area 173(16.07 sq.m.)Built Up area: 160 sq.ft. (14.86 sq.m.)Carpet area: 150 sq.ft. (13.94 sq.m.),5,5,3+,2.0,North-East,Old Property,,160.0,150.0,0,0,0,1,0,1,74,311.4
flat,mapsko mount ville,sector 79,1.2,1490.0,8054.0,Super Built up area 1490(138.43 sq.m.),3,3,3,24.0,West,Relatively New,1490.0,,,0,0,0,0,0,1,8,496.6666666666667
flat,pioneer park,sector 61,3.6,2851.0,12627.0,Super Built up area 2851(264.87 sq.m.),4,4,3,3.0,North,Moderately Old,2851.0,,,0,1,0,0,0,1,121,712.75
flat,bestech altura,sector 79,1.72,2048.0,8398.0,Built Up area: 2050 (190.45 sq.m.),3,4,3,9.0,East,New Property,,2050.0,,0,0,0,0,0,2,49,682.6666666666666
house,independent,sector 28,11.75,2844.0,41315.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,,2844.0,,1,1,1,0,0,1,54,711.0
flat,kiran residency,sector 56,1.5,2000.0,7500.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,4.0,North,Relatively New,2000.0,1900.0,1800.0,0,1,0,0,0,1,126,666.6666666666666
flat,lig flat,sector 40,1.5,2700.0,5556.0,Built Up area: 300 (27.87 sq.m.),1,1,0,0.0,,Undefined,,300.0,,0,0,0,0,0,2,0,2700.0
flat,indiabulls centrum park,sector 103,1.15,1481.0,7765.0,Super Built up area 1481(137.59 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.),2,2,3,8.0,North-East,Relatively New,1481.0,1250.0,,1,0,0,0,0,1,135,740.5
flat,gls arawali homes,sohna road,0.35,500.0,7000.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2,2,2,5.0,,Relatively New,567.0,556.0,500.0,0,0,0,0,0,2,30,250.0
flat,the roselia 2,sector 95,0.45,695.0,6475.0,Built Up area: 695 (64.57 sq.m.)Carpet area: 595 sq.ft. (55.28 sq.m.),2,2,2,19.0,North,Undefined,,695.0,595.0,0,0,0,0,0,2,0,347.5
flat,signature global park,sohna road,0.91,1447.0,6289.0,Carpet area: 1439 (133.69 sq.m.),3,3,3,1.0,West,Relatively New,,,1439.0,0,0,0,1,0,2,165,482.3333333333333
flat,sare green parc phase 3,sector 92,0.75,1050.0,7143.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,2,3.0,East,New Property,1326.0,1298.0,1050.0,0,0,0,0,0,2,121,350.0
house,independent,sector 12,1.35,1105.0,12217.0,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),2,5,1,3.0,not available,Old Property,,2052.0,,0,0,0,0,0,2,31,552.5
flat,unitech fresco,sector 50,1.88,1794.0,10479.0,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0,0,0,0,1,1,174,598.0
house,independent,sector 21,0.6,972.0,6173.0,Plot area 108(90.3 sq.m.),3,3,2,3.0,not available,Old Property,,972.0,,0,0,0,0,0,2,0,324.0
house,eldeco mansionz,sector 48,5.0,2340.0,21368.0,Plot area 260(217.39 sq.m.),7,7,3,2.0,North-East,Moderately Old,,2340.0,,0,0,0,0,0,1,40,334.2857142857143
house,independent,sector 25,10.0,2700.0,37037.0,Plot area 300(250.84 sq.m.),5,6,3,3.0,North,Old Property,,2700.0,,0,1,1,0,0,1,64,540.0
flat,paras dews,sector 106,1.05,1230.0,8537.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,10.0,North-East,Relatively New,1760.0,1345.0,1230.0,0,1,0,0,0,2,174,410.0
flat,emaar imperial gardens,sector 102,2.05,2076.0,9875.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14.0,South,Relatively New,,,2025.0,0,1,0,0,0,2,116,692.0
flat,nbcc heights,sector 89,1.5,2125.0,7059.0,Super Built up area 2125(197.42 sq.m.),3,3,3,8.0,,Relatively New,2125.0,,,1,1,0,0,0,2,105,708.3333333333334
flat,emaar palm premier,sector 77,2.1,2000.0,10500.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,11.0,,New Property,2000.0,1600.0,1500.0,0,1,0,0,0,1,129,666.6666666666666
house,independent,sector 43,2.15,1650.0,13030.0,Built Up area: 1650 (153.29 sq.m.),1,1,,1.0,not available,Undefined,,1650.0,,0,0,0,0,0,2,0,1650.0
flat,ireo skyon,sector 60,2.05,1350.0,15185.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,3,2,2.0,North-East,Relatively New,1524.0,1520.0,1350.0,0,0,1,0,0,1,174,675.0
flat,ss the leaf,sector 85,1.2,1640.0,7317.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,6.0,North,Relatively New,1640.0,1300.0,1000.0,0,0,0,0,0,1,174,820.0
flat,m3m golfestate,sector 79,1.4,1400.0,10000.0,Carpet area: 1400 (130.06 sq.m.),2,2,2,4.0,East,Undefined,,,1400.0,1,1,1,0,0,0,83,700.0
house,independent,sector 13,2.25,3240.0,6944.0,Carpet area: 360 (301.01 sq.m.),10,10,2,1.0,East,Undefined,,,360.0,0,0,0,0,0,2,0,324.0
house,independent,sector 48,8.4,3240.0,25926.0,Plot area 360(301.01 sq.m.),4,4,3,2.0,not available,Old Property,,3240.0,,0,1,0,1,0,1,15,810.0
flat,palam vihar society,sector 2,0.4,465.0,8602.0,Super Built up area 465(43.2 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1,1,1,5.0,North,Moderately Old,465.0,450.0,425.0,0,0,0,0,0,1,39,465.0
flat,smriti apartment,sector 56,0.52,488.0,10656.0,Super Built up area 525(48.77 sq.m.),1,1,1,1.0,,Old Property,525.0,,,0,0,0,0,0,2,34,488.0
flat,m3m skycity,sector 65,2.8,1828.0,15317.0,Built Up area: 1828 (169.83 sq.m.),3,3,0,14.0,,Undefined,,1828.0,,0,0,0,0,0,2,39,609.3333333333334
house,central park flower valley cerise floors,sector 33,1.35,1210.0,11157.0,Built Up area: 1210 (112.41 sq.m.),2,2,2,4.0,East,New Property,,1210.0,,1,0,0,0,0,0,107,605.0
house,independent,sector 22,4.75,2367.0,20068.0,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),7,5,3+,3.0,South-West,Old Property,,261.0,259.0,0,0,0,1,1,1,49,338.14285714285717
flat,friends apartment,sector 52,2.0,2350.0,8511.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,3,3,5.0,North,Moderately Old,2350.0,,1850.0,0,1,0,0,0,0,111,587.5
flat,pioneer araya,sector 62,9.2,4613.0,19944.0,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5.0,South,Relatively New,4613.0,,3203.0,0,1,0,1,0,1,156,1153.25
house,dlf city plots phase 2,sector 25,6.3,1800.0,35000.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,East,Old Property,,1800.0,,0,1,1,0,0,2,89,450.0
flat,ats kocoon,sector 109,1.7,1745.0,9742.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3,3,3,22.0,East,Relatively New,1745.0,1550.0,,0,0,0,0,0,2,74,581.6666666666666
flat,dlf the ultima,sector 81,2.2,2100.0,10476.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,17.0,East,Relatively New,2100.0,,,0,1,0,0,0,0,49,700.0
flat,ramprastha the edge towers,sector 37d,0.71,1310.0,5420.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3,10.0,South-East,New Property,1310.0,1100.0,1000.0,0,0,0,0,1,2,38,655.0
flat,ats triumph,sector 104,2.65,3150.0,8413.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,10.0,North-East,Relatively New,3150.0,,,0,1,0,0,0,2,174,787.5
flat,silverglades the melia,sohna road,1.01,1443.0,6999.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,12.0,,Undefined,1450.0,,950.0,1,0,0,0,0,2,80,721.5
flat,umang monsoon breeze,sector 78,0.62,1239.0,5004.0,Super Built up area 1239(115.11 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),2,2,1,7.0,South,Moderately Old,1239.0,1115.0,947.0,0,0,1,0,0,2,111,619.5
flat,breez global hill view,sohna road,0.32,554.0,5776.0,Carpet area: 554 (51.47 sq.m.),2,2,2,19.0,North,Relatively New,,,554.0,0,0,0,0,0,1,21,277.0
flat,the crew bos chs manesar,manesar,0.85,2300.0,3696.0,Carpet area: 2300 (213.68 sq.m.),3,3,2,2.0,East,Moderately Old,,,2300.0,0,0,0,0,0,2,44,766.6666666666666
flat,zara aavaas,sector 104,0.26,333.0,7808.0,Built Up area: 301 (27.96 sq.m.),1,1,2,0.0,North-East,Relatively New,,301.0,,0,0,0,0,0,2,91,333.0
flat,mapsko mount ville,sector 79,1.2,1490.0,8054.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3+,24.0,East,Relatively New,1490.0,,863.91,0,0,0,0,0,1,135,496.6666666666667
flat,mapsko casa bella,sector 82,1.25,1960.0,6378.0,Super Built up area 1960(182.09 sq.m.),3,4,3+,8.0,,Under Construction,1960.0,,,0,0,0,0,0,2,54,653.3333333333334
flat,godrej nature plus,sector 33,1.4,1500.0,9333.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1385 sq.ft. (128.67 sq.m.),2,2,3,14.0,,Under Construction,1500.0,,1385.0,0,0,0,0,0,2,67,750.0
house,international city by sobha phase 2,sector 109,9.5,3600.0,26389.0,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,Relatively New,,3600.0,,1,1,1,1,0,2,133,720.0
flat,emaar mgf emerald floors premier,sector 65,2.77,1975.0,14025.0,Carpet area: 1975 (183.48 sq.m.),4,4,3+,3.0,North-East,Relatively New,,,1975.0,1,1,0,0,0,0,174,493.75
flat,vatika gurgaon,sector 83,0.78,1245.0,6265.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2,2,2,3.0,South-East,Relatively New,1245.0,850.0,790.0,1,0,0,1,0,1,165,622.5
flat,emaar palm gardens,sector 83,1.4,1447.0,9675.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1447 sq.ft. (134.43 sq.m.),3,3,3,11.0,North,Relatively New,1720.0,,1447.0,0,1,0,0,0,0,58,482.3333333333333
flat,emaar mgf the palm drive,sector 66,4.6,2500.0,18400.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,North,Relatively New,3300.0,,2500.0,1,1,1,1,0,1,131,833.3333333333334
flat,m3m merlin,sector 67,2.98,2047.0,14558.0,Super Built up area 2047(190.17 sq.m.),3,3,3,0.0,North,Relatively New,2047.0,,,0,0,0,0,1,1,49,682.3333333333334
flat,godrej nature plus,sector 33,1.35,1640.0,8232.0,Super Built up area 1640(152.36 sq.m.),3,2,3+,7.0,North-East,Undefined,1640.0,,,0,0,0,1,0,2,49,546.6666666666666
flat,sobha city,sector 108,2.9,2003.0,14478.0,Super Built up area 2003(186.08 sq.m.),3,4,2,8.0,East,New Property,2003.0,,,0,0,0,0,0,2,109,667.6666666666666
flat,vatika the seven lamps,sector 82,1.28,1877.0,6819.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,3.0,North,Relatively New,1877.0,1800.0,1500.0,1,0,0,0,0,1,165,625.6666666666666
